SearchBayesianSkopt: New best config found. Config 0: {'topK': 236, 'shrink': 448, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0875851, PRECISION: 0.0169676, PRECISION_RECALL_MIN_DEN: 0.0702604, RECALL: 0.0688286, MAP: 0.0292049, MRR: 0.0592590, NDCG: 0.0454810, F1: 0.0272239, HIT_RATE: 0.1696758, ARHR: 0.0641478, NOVELTY: 0.0049562, AVERAGE_POPULARITY: 0.0183679, DIVERSITY_MEAN_INTER_LIST: 0.9966678, DIVERSITY_HERFINDAHL: 0.9996474, COVERAGE_ITEM: 0.5168816, COVERAGE_ITEM_CORRECT: 0.0302599, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0937461, DIVERSITY_GINI: 0.2396234, SHANNON_ENTROPY: 12.8021041, 
SearchBayesianSkopt: Config 191 is suboptimal. Config: {'topK': 879, 'shrink': 144, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0832540, PRECISION: 0.0160551, PRECISION_RECALL_MIN_DEN: 0.0662721, RECALL: 0.0648647, MAP: 0.0284467, MRR: 0.0572386, NDCG: 0.0436299, F1: 0.0257393, HIT_RATE: 0.1605513, ARHR: 0.0619674, NOVELTY: 0.0049625, AVERAGE_POPULARITY: 0.0182841, DIVERSITY_MEAN_INTER_LIST: 0.9963098, DIVERSITY_HERFINDAHL: 0.9996116, COVERAGE_ITEM: 0.4866987, COVERAGE_ITEM_CORRECT: 0.0285659, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0885869, DIVERSITY_GINI: 0.2157401, SHANNON_ENTROPY: 12.6472488, 
SearchBayesianSkopt: Config 192 is suboptimal. Config: {'topK': 1657, 'shrink': 1045, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0756222, PRECISION: 0.0146768, PRECISION_RECALL_MIN_DEN: 0.0610292, RECALL: 0.0598460, MAP: 0.0257015, MRR: 0.0512604, NDCG: 0.0396904, F1: 0.0235725, HIT_RATE: 0.1467676, ARHR: 0.0551937, NOVELTY: 0.0049807, AVERAGE_POPULARITY: 0.0185815, DIVERSITY_MEAN_INTER_LIST: 0.9953175, DIVERSITY_HERFINDAHL: 0.9995124, COVERAGE_ITEM: 0.4557074, COVERAGE_ITEM_CORRECT: 0.0260250, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0817919, DIVERSITY_GINI: 0.1871853, SHANNON_ENTROPY: 12.3925933, 
SearchBayesianSkopt: Config 193 is suboptimal. Config: {'topK': 1925, 'shrink': 87, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0807396, PRECISION: 0.0159775, PRECISION_RECALL_MIN_DEN: 0.0657773, RECALL: 0.0643739, MAP: 0.0278942, MRR: 0.0550760, NDCG: 0.0428487, F1: 0.0256009, HIT_RATE: 0.1597748, ARHR: 0.0599795, NOVELTY: 0.0049744, AVERAGE_POPULARITY: 0.0184329, DIVERSITY_MEAN_INTER_LIST: 0.9961609, DIVERSITY_HERFINDAHL: 0.9995967, COVERAGE_ITEM: 0.4791145, COVERAGE_ITEM_CORRECT: 0.0284504, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0870769, DIVERSITY_GINI: 0.2104424, SHANNON_ENTROPY: 12.6060580, 
SearchBayesianSkopt: Config 194 is suboptimal. Config: {'topK': 762, 'shrink': 2139, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0801973, PRECISION: 0.0154921, PRECISION_RECALL_MIN_DEN: 0.0639974, RECALL: 0.0626719, MAP: 0.0269934, MRR: 0.0540020, NDCG: 0.0416853, F1: 0.0248432, HIT_RATE: 0.1549214, ARHR: 0.0582598, NOVELTY: 0.0049680, AVERAGE_POPULARITY: 0.0183266, DIVERSITY_MEAN_INTER_LIST: 0.9958990, DIVERSITY_HERFINDAHL: 0.9995706, COVERAGE_ITEM: 0.4746487, COVERAGE_ITEM_CORRECT: 0.0275650, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0858185, DIVERSITY_GINI: 0.2036783, SHANNON_ENTROPY: 12.5389043, 
SearchBayesianSkopt: Config 195 is suboptimal. Config: {'topK': 1206, 'shrink': 448, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0789333, PRECISION: 0.0151815, PRECISION_RECALL_MIN_DEN: 0.0625573, RECALL: 0.0612868, MAP: 0.0265010, MRR: 0.0535102, NDCG: 0.0409183, F1: 0.0243350, HIT_RATE: 0.1518152, ARHR: 0.0578309, NOVELTY: 0.0049759, AVERAGE_POPULARITY: 0.0183870, DIVERSITY_MEAN_INTER_LIST: 0.9958350, DIVERSITY_HERFINDAHL: 0.9995642, COVERAGE_ITEM: 0.4661020, COVERAGE_ITEM_CORRECT: 0.0270260, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0843085, DIVERSITY_GINI: 0.1968394, SHANNON_ENTROPY: 12.4939063, 
SearchBayesianSkopt: Config 196 is suboptimal. Config: {'topK': 1233, 'shrink': 687, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0780127, PRECISION: 0.0150068, PRECISION_RECALL_MIN_DEN: 0.0620253, RECALL: 0.0607660, MAP: 0.0260583, MRR: 0.0527011, NDCG: 0.0403871, F1: 0.0240694, HIT_RATE: 0.1500679, ARHR: 0.0568731, NOVELTY: 0.0049773, AVERAGE_POPULARITY: 0.0183288, DIVERSITY_MEAN_INTER_LIST: 0.9957033, DIVERSITY_HERFINDAHL: 0.9995510, COVERAGE_ITEM: 0.4641001, COVERAGE_ITEM_CORRECT: 0.0266410, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0836794, DIVERSITY_GINI: 0.1945050, SHANNON_ENTROPY: 12.4674635, 
SearchBayesianSkopt: Config 197 is suboptimal. Config: {'topK': 365, 'shrink': 2801, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0835269, PRECISION: 0.0160357, PRECISION_RECALL_MIN_DEN: 0.0670540, RECALL: 0.0657263, MAP: 0.0282646, MRR: 0.0564707, NDCG: 0.0436454, F1: 0.0257814, HIT_RATE: 0.1603572, ARHR: 0.0609627, NOVELTY: 0.0049581, AVERAGE_POPULARITY: 0.0182310, DIVERSITY_MEAN_INTER_LIST: 0.9963427, DIVERSITY_HERFINDAHL: 0.9996149, COVERAGE_ITEM: 0.5016362, COVERAGE_ITEM_CORRECT: 0.0287584, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0889644, DIVERSITY_GINI: 0.2251282, SHANNON_ENTROPY: 12.6939942, 
SearchBayesianSkopt: Config 198 is suboptimal. Config: {'topK': 1606, 'shrink': 108, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0808962, PRECISION: 0.0159387, PRECISION_RECALL_MIN_DEN: 0.0656535, RECALL: 0.0642593, MAP: 0.0277912, MRR: 0.0553549, NDCG: 0.0427734, F1: 0.0255420, HIT_RATE: 0.1593865, ARHR: 0.0602716, NOVELTY: 0.0049714, AVERAGE_POPULARITY: 0.0184997, DIVERSITY_MEAN_INTER_LIST: 0.9961404, DIVERSITY_HERFINDAHL: 0.9995947, COVERAGE_ITEM: 0.4805390, COVERAGE_ITEM_CORRECT: 0.0283349, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0868252, DIVERSITY_GINI: 0.2100474, SHANNON_ENTROPY: 12.6008402, 
SearchBayesianSkopt: Config 199 is suboptimal. Config: {'topK': 1488, 'shrink': 2311, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0750342, PRECISION: 0.0146573, PRECISION_RECALL_MIN_DEN: 0.0607262, RECALL: 0.0594962, MAP: 0.0253961, MRR: 0.0508336, NDCG: 0.0393391, F1: 0.0235203, HIT_RATE: 0.1465735, ARHR: 0.0547861, NOVELTY: 0.0049821, AVERAGE_POPULARITY: 0.0184677, DIVERSITY_MEAN_INTER_LIST: 0.9951383, DIVERSITY_HERFINDAHL: 0.9994945, COVERAGE_ITEM: 0.4572474, COVERAGE_ITEM_CORRECT: 0.0260635, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0815402, DIVERSITY_GINI: 0.1880273, SHANNON_ENTROPY: 12.3894119, 
SearchBayesianSkopt: Config 200 is suboptimal. Config: {'topK': 833, 'shrink': 1468, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0799627, PRECISION: 0.0154533, PRECISION_RECALL_MIN_DEN: 0.0631697, RECALL: 0.0617876, MAP: 0.0267171, MRR: 0.0536765, NDCG: 0.0412792, F1: 0.0247232, HIT_RATE: 0.1545331, ARHR: 0.0579416, NOVELTY: 0.0049671, AVERAGE_POPULARITY: 0.0183066, DIVERSITY_MEAN_INTER_LIST: 0.9958956, DIVERSITY_HERFINDAHL: 0.9995702, COVERAGE_ITEM: 0.4730318, COVERAGE_ITEM_CORRECT: 0.0276420, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0853152, DIVERSITY_GINI: 0.2020842, SHANNON_ENTROPY: 12.5291452, 
SearchBayesianSkopt: Config 201 is suboptimal. Config: {'topK': 1841, 'shrink': 2096, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0742767, PRECISION: 0.0147350, PRECISION_RECALL_MIN_DEN: 0.0606292, RECALL: 0.0594296, MAP: 0.0250985, MRR: 0.0496197, NDCG: 0.0390882, F1: 0.0236149, HIT_RATE: 0.1473500, ARHR: 0.0536458, NOVELTY: 0.0049861, AVERAGE_POPULARITY: 0.0186030, DIVERSITY_MEAN_INTER_LIST: 0.9948666, DIVERSITY_HERFINDAHL: 0.9994673, COVERAGE_ITEM: 0.4495091, COVERAGE_ITEM_CORRECT: 0.0261790, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0816660, DIVERSITY_GINI: 0.1826135, SHANNON_ENTROPY: 12.3381941, 
SearchBayesianSkopt: Config 202 is suboptimal. Config: {'topK': 1914, 'shrink': 1181, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0748283, PRECISION: 0.0147350, PRECISION_RECALL_MIN_DEN: 0.0608362, RECALL: 0.0596540, MAP: 0.0252636, MRR: 0.0501858, NDCG: 0.0392870, F1: 0.0236326, HIT_RATE: 0.1473500, ARHR: 0.0541800, NOVELTY: 0.0049839, AVERAGE_POPULARITY: 0.0186499, DIVERSITY_MEAN_INTER_LIST: 0.9951236, DIVERSITY_HERFINDAHL: 0.9994930, COVERAGE_ITEM: 0.4501636, COVERAGE_ITEM_CORRECT: 0.0260635, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0821694, DIVERSITY_GINI: 0.1832967, SHANNON_ENTROPY: 12.3555741, 
SearchBayesianSkopt: Config 203 is suboptimal. Config: {'topK': 1268, 'shrink': 1130, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0771843, PRECISION: 0.0148709, PRECISION_RECALL_MIN_DEN: 0.0617042, RECALL: 0.0604688, MAP: 0.0258800, MRR: 0.0517537, NDCG: 0.0400698, F1: 0.0238712, HIT_RATE: 0.1487090, ARHR: 0.0557804, NOVELTY: 0.0049786, AVERAGE_POPULARITY: 0.0183650, DIVERSITY_MEAN_INTER_LIST: 0.9955449, DIVERSITY_HERFINDAHL: 0.9995352, COVERAGE_ITEM: 0.4622137, COVERAGE_ITEM_CORRECT: 0.0264485, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0830502, DIVERSITY_GINI: 0.1926010, SHANNON_ENTROPY: 12.4432561, 
SearchBayesianSkopt: Config 204 is suboptimal. Config: {'topK': 1927, 'shrink': 1741, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0742882, PRECISION: 0.0146573, PRECISION_RECALL_MIN_DEN: 0.0607564, RECALL: 0.0595968, MAP: 0.0252502, MRR: 0.0499764, NDCG: 0.0392263, F1: 0.0235281, HIT_RATE: 0.1465735, ARHR: 0.0538985, NOVELTY: 0.0049854, AVERAGE_POPULARITY: 0.0186209, DIVERSITY_MEAN_INTER_LIST: 0.9948944, DIVERSITY_HERFINDAHL: 0.9994701, COVERAGE_ITEM: 0.4486622, COVERAGE_ITEM_CORRECT: 0.0259480, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0817919, DIVERSITY_GINI: 0.1820088, SHANNON_ENTROPY: 12.3351317, 
SearchBayesianSkopt: Config 205 is suboptimal. Config: {'topK': 1143, 'shrink': 2732, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0774524, PRECISION: 0.0149486, PRECISION_RECALL_MIN_DEN: 0.0621400, RECALL: 0.0609161, MAP: 0.0259620, MRR: 0.0522065, NDCG: 0.0402968, F1: 0.0240061, HIT_RATE: 0.1494855, ARHR: 0.0561942, NOVELTY: 0.0049782, AVERAGE_POPULARITY: 0.0183315, DIVERSITY_MEAN_INTER_LIST: 0.9954135, DIVERSITY_HERFINDAHL: 0.9995220, COVERAGE_ITEM: 0.4635996, COVERAGE_ITEM_CORRECT: 0.0266410, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0835535, DIVERSITY_GINI: 0.1931983, SHANNON_ENTROPY: 12.4403812, 
SearchBayesianSkopt: Config 206 is suboptimal. Config: {'topK': 1285, 'shrink': 756, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0776835, PRECISION: 0.0149097, PRECISION_RECALL_MIN_DEN: 0.0620833, RECALL: 0.0608415, MAP: 0.0259978, MRR: 0.0519524, NDCG: 0.0402482, F1: 0.0239502, HIT_RATE: 0.1490973, ARHR: 0.0560514, NOVELTY: 0.0049790, AVERAGE_POPULARITY: 0.0183731, DIVERSITY_MEAN_INTER_LIST: 0.9956457, DIVERSITY_HERFINDAHL: 0.9995452, COVERAGE_ITEM: 0.4625602, COVERAGE_ITEM_CORRECT: 0.0265255, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0834277, DIVERSITY_GINI: 0.1934084, SHANNON_ENTROPY: 12.4561120, 
SearchBayesianSkopt: Config 207 is suboptimal. Config: {'topK': 1060, 'shrink': 126, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0824037, PRECISION: 0.0160357, PRECISION_RECALL_MIN_DEN: 0.0662502, RECALL: 0.0647973, MAP: 0.0281885, MRR: 0.0565559, NDCG: 0.0433306, F1: 0.0257091, HIT_RATE: 0.1603572, ARHR: 0.0613500, NOVELTY: 0.0049680, AVERAGE_POPULARITY: 0.0182798, DIVERSITY_MEAN_INTER_LIST: 0.9962464, DIVERSITY_HERFINDAHL: 0.9996053, COVERAGE_ITEM: 0.4836574, COVERAGE_ITEM_CORRECT: 0.0285659, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0878319, DIVERSITY_GINI: 0.2136731, SHANNON_ENTROPY: 12.6300418, 
SearchBayesianSkopt: Config 208 is suboptimal. Config: {'topK': 758, 'shrink': 743, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0814072, PRECISION: 0.0155698, PRECISION_RECALL_MIN_DEN: 0.0643210, RECALL: 0.0629650, MAP: 0.0272220, MRR: 0.0546869, NDCG: 0.0419982, F1: 0.0249661, HIT_RATE: 0.1556979, ARHR: 0.0590362, NOVELTY: 0.0049675, AVERAGE_POPULARITY: 0.0183810, DIVERSITY_MEAN_INTER_LIST: 0.9960607, DIVERSITY_HERFINDAHL: 0.9995867, COVERAGE_ITEM: 0.4764581, COVERAGE_ITEM_CORRECT: 0.0277190, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0861960, DIVERSITY_GINI: 0.2057216, SHANNON_ENTROPY: 12.5645087, 
SearchBayesianSkopt: Config 209 is suboptimal. Config: {'topK': 1679, 'shrink': 1386, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0752489, PRECISION: 0.0146379, PRECISION_RECALL_MIN_DEN: 0.0609095, RECALL: 0.0597277, MAP: 0.0255003, MRR: 0.0507389, NDCG: 0.0394982, F1: 0.0235133, HIT_RATE: 0.1463793, ARHR: 0.0546507, NOVELTY: 0.0049823, AVERAGE_POPULARITY: 0.0185723, DIVERSITY_MEAN_INTER_LIST: 0.9951868, DIVERSITY_HERFINDAHL: 0.9994994, COVERAGE_ITEM: 0.4542060, COVERAGE_ITEM_CORRECT: 0.0259095, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0816660, DIVERSITY_GINI: 0.1858794, SHANNON_ENTROPY: 12.3763742, 
SearchBayesianSkopt: Config 210 is suboptimal. Config: {'topK': 1314, 'shrink': 2438, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0765018, PRECISION: 0.0148709, PRECISION_RECALL_MIN_DEN: 0.0616433, RECALL: 0.0604077, MAP: 0.0257797, MRR: 0.0512392, NDCG: 0.0399372, F1: 0.0238665, HIT_RATE: 0.1487090, ARHR: 0.0552927, NOVELTY: 0.0049822, AVERAGE_POPULARITY: 0.0183969, DIVERSITY_MEAN_INTER_LIST: 0.9952900, DIVERSITY_HERFINDAHL: 0.9995097, COVERAGE_ITEM: 0.4605967, COVERAGE_ITEM_CORRECT: 0.0264100, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0827985, DIVERSITY_GINI: 0.1906837, SHANNON_ENTROPY: 12.4153357, 
SearchBayesianSkopt: Config 211 is suboptimal. Config: {'topK': 660, 'shrink': 214, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0828653, PRECISION: 0.0161134, PRECISION_RECALL_MIN_DEN: 0.0659574, RECALL: 0.0645226, MAP: 0.0281707, MRR: 0.0568698, NDCG: 0.0433105, F1: 0.0257869, HIT_RATE: 0.1611338, ARHR: 0.0616216, NOVELTY: 0.0049608, AVERAGE_POPULARITY: 0.0183130, DIVERSITY_MEAN_INTER_LIST: 0.9963473, DIVERSITY_HERFINDAHL: 0.9996154, COVERAGE_ITEM: 0.4867372, COVERAGE_ITEM_CORRECT: 0.0286814, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0883352, DIVERSITY_GINI: 0.2166806, SHANNON_ENTROPY: 12.6554794, 
SearchBayesianSkopt: Config 212 is suboptimal. Config: {'topK': 1401, 'shrink': 1742, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0754883, PRECISION: 0.0147156, PRECISION_RECALL_MIN_DEN: 0.0615966, RECALL: 0.0603956, MAP: 0.0254571, MRR: 0.0508404, NDCG: 0.0396030, F1: 0.0236651, HIT_RATE: 0.1471559, ARHR: 0.0548335, NOVELTY: 0.0049810, AVERAGE_POPULARITY: 0.0184791, DIVERSITY_MEAN_INTER_LIST: 0.9953257, DIVERSITY_HERFINDAHL: 0.9995132, COVERAGE_ITEM: 0.4592108, COVERAGE_ITEM_CORRECT: 0.0263330, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0819177, DIVERSITY_GINI: 0.1899439, SHANNON_ENTROPY: 12.4121267, 
SearchBayesianSkopt: Config 213 is suboptimal. Config: {'topK': 237, 'shrink': 269, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0881960, PRECISION: 0.0169676, PRECISION_RECALL_MIN_DEN: 0.0700747, RECALL: 0.0686392, MAP: 0.0293053, MRR: 0.0595279, NDCG: 0.0455298, F1: 0.0272091, HIT_RATE: 0.1696758, ARHR: 0.0645704, NOVELTY: 0.0049522, AVERAGE_POPULARITY: 0.0183297, DIVERSITY_MEAN_INTER_LIST: 0.9967156, DIVERSITY_HERFINDAHL: 0.9996522, COVERAGE_ITEM: 0.5192300, COVERAGE_ITEM_CORRECT: 0.0303369, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0934944, DIVERSITY_GINI: 0.2424906, SHANNON_ENTROPY: 12.8218964, 
SearchBayesianSkopt: Config 214 is suboptimal. Config: {'topK': 1567, 'shrink': 693, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0758325, PRECISION: 0.0149680, PRECISION_RECALL_MIN_DEN: 0.0620450, RECALL: 0.0608057, MAP: 0.0258038, MRR: 0.0514020, NDCG: 0.0400275, F1: 0.0240225, HIT_RATE: 0.1496797, ARHR: 0.0554842, NOVELTY: 0.0049793, AVERAGE_POPULARITY: 0.0186545, DIVERSITY_MEAN_INTER_LIST: 0.9955017, DIVERSITY_HERFINDAHL: 0.9995308, COVERAGE_ITEM: 0.4586718, COVERAGE_ITEM_CORRECT: 0.0266025, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0834277, DIVERSITY_GINI: 0.1899313, SHANNON_ENTROPY: 12.4230378, 
SearchBayesianSkopt: Config 215 is suboptimal. Config: {'topK': 497, 'shrink': 2848, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0823289, PRECISION: 0.0160357, PRECISION_RECALL_MIN_DEN: 0.0662425, RECALL: 0.0648224, MAP: 0.0278216, MRR: 0.0553838, NDCG: 0.0429772, F1: 0.0257111, HIT_RATE: 0.1603572, ARHR: 0.0598932, NOVELTY: 0.0049659, AVERAGE_POPULARITY: 0.0183301, DIVERSITY_MEAN_INTER_LIST: 0.9961667, DIVERSITY_HERFINDAHL: 0.9995973, COVERAGE_ITEM: 0.4891627, COVERAGE_ITEM_CORRECT: 0.0286044, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0884611, DIVERSITY_GINI: 0.2158948, SHANNON_ENTROPY: 12.6294264, 
SearchBayesianSkopt: Config 216 is suboptimal. Config: {'topK': 1914, 'shrink': 1246, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0747946, PRECISION: 0.0147350, PRECISION_RECALL_MIN_DEN: 0.0608362, RECALL: 0.0596540, MAP: 0.0252597, MRR: 0.0501831, NDCG: 0.0392840, F1: 0.0236326, HIT_RATE: 0.1473500, ARHR: 0.0541739, NOVELTY: 0.0049841, AVERAGE_POPULARITY: 0.0186556, DIVERSITY_MEAN_INTER_LIST: 0.9950873, DIVERSITY_HERFINDAHL: 0.9994894, COVERAGE_ITEM: 0.4499711, COVERAGE_ITEM_CORRECT: 0.0260635, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0821694, DIVERSITY_GINI: 0.1830917, SHANNON_ENTROPY: 12.3523286, 
SearchBayesianSkopt: Config 217 is suboptimal. Config: {'topK': 263, 'shrink': 1790, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0856395, PRECISION: 0.0166958, PRECISION_RECALL_MIN_DEN: 0.0686987, RECALL: 0.0673081, MAP: 0.0288873, MRR: 0.0581983, NDCG: 0.0447350, F1: 0.0267550, HIT_RATE: 0.1669579, ARHR: 0.0629095, NOVELTY: 0.0049562, AVERAGE_POPULARITY: 0.0183463, DIVERSITY_MEAN_INTER_LIST: 0.9965431, DIVERSITY_HERFINDAHL: 0.9996350, COVERAGE_ITEM: 0.5126853, COVERAGE_ITEM_CORRECT: 0.0298749, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0921102, DIVERSITY_GINI: 0.2342832, SHANNON_ENTROPY: 12.7607859, 
SearchBayesianSkopt: Config 218 is suboptimal. Config: {'topK': 1881, 'shrink': 2613, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0740435, PRECISION: 0.0146185, PRECISION_RECALL_MIN_DEN: 0.0604318, RECALL: 0.0592768, MAP: 0.0252008, MRR: 0.0498093, NDCG: 0.0391119, F1: 0.0234532, HIT_RATE: 0.1461852, ARHR: 0.0537727, NOVELTY: 0.0049868, AVERAGE_POPULARITY: 0.0186028, DIVERSITY_MEAN_INTER_LIST: 0.9947676, DIVERSITY_HERFINDAHL: 0.9994574, COVERAGE_ITEM: 0.4495476, COVERAGE_ITEM_CORRECT: 0.0259480, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0812885, DIVERSITY_GINI: 0.1821418, SHANNON_ENTROPY: 12.3303627, 
SearchBayesianSkopt: Config 219 is suboptimal. Config: {'topK': 1268, 'shrink': 683, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.0780410, PRECISION: 0.0149097, PRECISION_RECALL_MIN_DEN: 0.0618854, RECALL: 0.0606438, MAP: 0.0260696, MRR: 0.0523404, NDCG: 0.0403074, F1: 0.0239349, HIT_RATE: 0.1490973, ARHR: 0.0564750, NOVELTY: 0.0049773, AVERAGE_POPULARITY: 0.0183596, DIVERSITY_MEAN_INTER_LIST: 0.9956960, DIVERSITY_HERFINDAHL: 0.9995503, COVERAGE_ITEM: 0.4633301, COVERAGE_ITEM_CORRECT: 0.0265255, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0833019, DIVERSITY_GINI: 0.1941760, SHANNON_ENTROPY: 12.4646156, 
SearchBayesianSkopt: Config 220 is suboptimal. Config: {'topK': 1615, 'shrink': 1016, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0756507, PRECISION: 0.0147544, PRECISION_RECALL_MIN_DEN: 0.0613868, RECALL: 0.0601814, MAP: 0.0256024, MRR: 0.0510988, NDCG: 0.0396990, F1: 0.0236987, HIT_RATE: 0.1475442, ARHR: 0.0550438, NOVELTY: 0.0049810, AVERAGE_POPULARITY: 0.0186127, DIVERSITY_MEAN_INTER_LIST: 0.9953539, DIVERSITY_HERFINDAHL: 0.9995161, COVERAGE_ITEM: 0.4576323, COVERAGE_ITEM_CORRECT: 0.0262175, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0825469, DIVERSITY_GINI: 0.1882631, SHANNON_ENTROPY: 12.4014183, 
SearchBayesianSkopt: Config 221 is suboptimal. Config: {'topK': 1673, 'shrink': 174, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0791145, PRECISION: 0.0154339, PRECISION_RECALL_MIN_DEN: 0.0640071, RECALL: 0.0626824, MAP: 0.0271467, MRR: 0.0534123, NDCG: 0.0416807, F1: 0.0247691, HIT_RATE: 0.1543390, ARHR: 0.0581330, NOVELTY: 0.0049727, AVERAGE_POPULARITY: 0.0185157, DIVERSITY_MEAN_INTER_LIST: 0.9959718, DIVERSITY_HERFINDAHL: 0.9995778, COVERAGE_ITEM: 0.4689124, COVERAGE_ITEM_CORRECT: 0.0273340, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0846860, DIVERSITY_GINI: 0.2003960, SHANNON_ENTROPY: 12.5296073, 
SearchBayesianSkopt: Config 222 is suboptimal. Config: {'topK': 618, 'shrink': 2313, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.0808352, PRECISION: 0.0157639, PRECISION_RECALL_MIN_DEN: 0.0646329, RECALL: 0.0632868, MAP: 0.0273918, MRR: 0.0547255, NDCG: 0.0422301, F1: 0.0252407, HIT_RATE: 0.1576393, ARHR: 0.0591987, NOVELTY: 0.0049656, AVERAGE_POPULARITY: 0.0183484, DIVERSITY_MEAN_INTER_LIST: 0.9960146, DIVERSITY_HERFINDAHL: 0.9995821, COVERAGE_ITEM: 0.4806930, COVERAGE_ITEM_CORRECT: 0.0279885, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0865735, DIVERSITY_GINI: 0.2090377, SHANNON_ENTROPY: 12.5794833, 
