SearchBayesianSkopt: New best config found. Config 0: {'topK': 236, 'shrink': 448, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1228544, PRECISION: 0.0248495, PRECISION_RECALL_MIN_DEN: 0.0933659, RECALL: 0.0912320, MAP: 0.0417456, MRR: 0.0860834, NDCG: 0.0638661, F1: 0.0390600, HIT_RATE: 0.2484954, ARHR: 0.0969772, NOVELTY: 0.0046477, AVERAGE_POPULARITY: 0.1256616, DIVERSITY_MEAN_INTER_LIST: 0.9778901, DIVERSITY_HERFINDAHL: 0.9977700, COVERAGE_ITEM: 0.3403272, COVERAGE_ITEM_CORRECT: 0.0245236, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1263370, DIVERSITY_GINI: 0.0915736, SHANNON_ENTROPY: 10.7694089, 
SearchBayesianSkopt: Config 211 is suboptimal. Config: {'topK': 660, 'shrink': 214, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1207570, PRECISION: 0.0242089, PRECISION_RECALL_MIN_DEN: 0.0918473, RECALL: 0.0897909, MAP: 0.0412406, MRR: 0.0847361, NDCG: 0.0629135, F1: 0.0381358, HIT_RATE: 0.2420889, ARHR: 0.0952106, NOVELTY: 0.0045437, AVERAGE_POPULARITY: 0.1542704, DIVERSITY_MEAN_INTER_LIST: 0.9653977, DIVERSITY_HERFINDAHL: 0.9965210, COVERAGE_ITEM: 0.3144177, COVERAGE_ITEM_CORRECT: 0.0226756, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1239461, DIVERSITY_GINI: 0.0756050, SHANNON_ENTROPY: 10.2702383, 
SearchBayesianSkopt: Config 212 is suboptimal. Config: {'topK': 1401, 'shrink': 1742, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1155783, PRECISION: 0.0230829, PRECISION_RECALL_MIN_DEN: 0.0879794, RECALL: 0.0859699, MAP: 0.0391348, MRR: 0.0802008, NDCG: 0.0598811, F1: 0.0363940, HIT_RATE: 0.2308290, ARHR: 0.0896562, NOVELTY: 0.0045215, AVERAGE_POPULARITY: 0.1609865, DIVERSITY_MEAN_INTER_LIST: 0.9612655, DIVERSITY_HERFINDAHL: 0.9961079, COVERAGE_ITEM: 0.3079115, COVERAGE_ITEM_CORRECT: 0.0209432, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1199195, DIVERSITY_GINI: 0.0721851, SHANNON_ENTROPY: 10.1567853, 
SearchBayesianSkopt: Config 213 is suboptimal. Config: {'topK': 237, 'shrink': 269, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1231691, PRECISION: 0.0250243, PRECISION_RECALL_MIN_DEN: 0.0938083, RECALL: 0.0916684, MAP: 0.0420645, MRR: 0.0868260, NDCG: 0.0643092, F1: 0.0393158, HIT_RATE: 0.2502427, ARHR: 0.0978961, NOVELTY: 0.0046452, AVERAGE_POPULARITY: 0.1261742, DIVERSITY_MEAN_INTER_LIST: 0.9776610, DIVERSITY_HERFINDAHL: 0.9977471, COVERAGE_ITEM: 0.3394803, COVERAGE_ITEM_CORRECT: 0.0247161, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1267145, DIVERSITY_GINI: 0.0909912, SHANNON_ENTROPY: 10.7537045, 
SearchBayesianSkopt: Config 214 is suboptimal. Config: {'topK': 1567, 'shrink': 693, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1167724, PRECISION: 0.0233353, PRECISION_RECALL_MIN_DEN: 0.0885816, RECALL: 0.0865225, MAP: 0.0392043, MRR: 0.0806832, NDCG: 0.0601408, F1: 0.0367571, HIT_RATE: 0.2333527, ARHR: 0.0903857, NOVELTY: 0.0045200, AVERAGE_POPULARITY: 0.1614409, DIVERSITY_MEAN_INTER_LIST: 0.9612318, DIVERSITY_HERFINDAHL: 0.9961045, COVERAGE_ITEM: 0.3078730, COVERAGE_ITEM_CORRECT: 0.0212127, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1208003, DIVERSITY_GINI: 0.0721306, SHANNON_ENTROPY: 10.1536528, 
SearchBayesianSkopt: Config 215 is suboptimal. Config: {'topK': 497, 'shrink': 2848, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1175008, PRECISION: 0.0239177, PRECISION_RECALL_MIN_DEN: 0.0908179, RECALL: 0.0887153, MAP: 0.0403120, MRR: 0.0821731, NDCG: 0.0616944, F1: 0.0376775, HIT_RATE: 0.2391769, ARHR: 0.0921169, NOVELTY: 0.0045660, AVERAGE_POPULARITY: 0.1477961, DIVERSITY_MEAN_INTER_LIST: 0.9685539, DIVERSITY_HERFINDAHL: 0.9968366, COVERAGE_ITEM: 0.3200385, COVERAGE_ITEM_CORRECT: 0.0225217, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1224361, DIVERSITY_GINI: 0.0787506, SHANNON_ENTROPY: 10.3819815, 
SearchBayesianSkopt: Config 216 is suboptimal. Config: {'topK': 1914, 'shrink': 1246, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1159579, PRECISION: 0.0231023, PRECISION_RECALL_MIN_DEN: 0.0880170, RECALL: 0.0859837, MAP: 0.0389859, MRR: 0.0802543, NDCG: 0.0597726, F1: 0.0364194, HIT_RATE: 0.2310231, ARHR: 0.0897392, NOVELTY: 0.0045197, AVERAGE_POPULARITY: 0.1616587, DIVERSITY_MEAN_INTER_LIST: 0.9609201, DIVERSITY_HERFINDAHL: 0.9960734, COVERAGE_ITEM: 0.3076420, COVERAGE_ITEM_CORRECT: 0.0209047, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1199195, DIVERSITY_GINI: 0.0720173, SHANNON_ENTROPY: 10.1491292, 
SearchBayesianSkopt: Config 217 is suboptimal. Config: {'topK': 263, 'shrink': 1790, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1217158, PRECISION: 0.0245195, PRECISION_RECALL_MIN_DEN: 0.0929994, RECALL: 0.0908923, MAP: 0.0416097, MRR: 0.0855201, NDCG: 0.0635410, F1: 0.0386206, HIT_RATE: 0.2451951, ARHR: 0.0960204, NOVELTY: 0.0046360, AVERAGE_POPULARITY: 0.1289802, DIVERSITY_MEAN_INTER_LIST: 0.9768373, DIVERSITY_HERFINDAHL: 0.9976648, COVERAGE_ITEM: 0.3370549, COVERAGE_ITEM_CORRECT: 0.0241386, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1253303, DIVERSITY_GINI: 0.0896288, SHANNON_ENTROPY: 10.7201099, 
SearchBayesianSkopt: Config 218 is suboptimal. Config: {'topK': 1881, 'shrink': 2613, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1154121, PRECISION: 0.0228305, PRECISION_RECALL_MIN_DEN: 0.0874368, RECALL: 0.0854493, MAP: 0.0387953, MRR: 0.0799867, NDCG: 0.0594539, F1: 0.0360335, HIT_RATE: 0.2283052, ARHR: 0.0891510, NOVELTY: 0.0045201, AVERAGE_POPULARITY: 0.1615933, DIVERSITY_MEAN_INTER_LIST: 0.9608152, DIVERSITY_HERFINDAHL: 0.9960629, COVERAGE_ITEM: 0.3075650, COVERAGE_ITEM_CORRECT: 0.0207122, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1192903, DIVERSITY_GINI: 0.0719555, SHANNON_ENTROPY: 10.1472826, 
SearchBayesianSkopt: Config 219 is suboptimal. Config: {'topK': 1268, 'shrink': 683, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1171697, PRECISION: 0.0233935, PRECISION_RECALL_MIN_DEN: 0.0888275, RECALL: 0.0867553, MAP: 0.0395725, MRR: 0.0812807, NDCG: 0.0605178, F1: 0.0368504, HIT_RATE: 0.2339352, ARHR: 0.0910342, NOVELTY: 0.0045216, AVERAGE_POPULARITY: 0.1608761, DIVERSITY_MEAN_INTER_LIST: 0.9615717, DIVERSITY_HERFINDAHL: 0.9961385, COVERAGE_ITEM: 0.3085659, COVERAGE_ITEM_CORRECT: 0.0213667, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1209261, DIVERSITY_GINI: 0.0723702, SHANNON_ENTROPY: 10.1613152, 
SearchBayesianSkopt: Config 220 is suboptimal. Config: {'topK': 1615, 'shrink': 1016, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1162576, PRECISION: 0.0230829, PRECISION_RECALL_MIN_DEN: 0.0879701, RECALL: 0.0859579, MAP: 0.0389828, MRR: 0.0803127, NDCG: 0.0597795, F1: 0.0363929, HIT_RATE: 0.2308290, ARHR: 0.0897932, NOVELTY: 0.0045199, AVERAGE_POPULARITY: 0.1615077, DIVERSITY_MEAN_INTER_LIST: 0.9610592, DIVERSITY_HERFINDAHL: 0.9960873, COVERAGE_ITEM: 0.3075650, COVERAGE_ITEM_CORRECT: 0.0209432, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1199195, DIVERSITY_GINI: 0.0720302, SHANNON_ENTROPY: 10.1508173, 
SearchBayesianSkopt: Config 221 is suboptimal. Config: {'topK': 1673, 'shrink': 174, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1196746, PRECISION: 0.0239371, PRECISION_RECALL_MIN_DEN: 0.0912911, RECALL: 0.0892710, MAP: 0.0407046, MRR: 0.0837691, NDCG: 0.0622761, F1: 0.0377515, HIT_RATE: 0.2393710, ARHR: 0.0940153, NOVELTY: 0.0045270, AVERAGE_POPULARITY: 0.1595693, DIVERSITY_MEAN_INTER_LIST: 0.9627205, DIVERSITY_HERFINDAHL: 0.9962534, COVERAGE_ITEM: 0.3100674, COVERAGE_ITEM_CORRECT: 0.0219827, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1230653, DIVERSITY_GINI: 0.0734636, SHANNON_ENTROPY: 10.1954568, 
SearchBayesianSkopt: Config 222 is suboptimal. Config: {'topK': 618, 'shrink': 2313, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1173638, PRECISION: 0.0237235, PRECISION_RECALL_MIN_DEN: 0.0903746, RECALL: 0.0883079, MAP: 0.0398535, MRR: 0.0817575, NDCG: 0.0611731, F1: 0.0373998, HIT_RATE: 0.2372355, ARHR: 0.0915095, NOVELTY: 0.0045500, AVERAGE_POPULARITY: 0.1525221, DIVERSITY_MEAN_INTER_LIST: 0.9661007, DIVERSITY_HERFINDAHL: 0.9965913, COVERAGE_ITEM: 0.3160731, COVERAGE_ITEM_CORRECT: 0.0221752, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1223103, DIVERSITY_GINI: 0.0764298, SHANNON_ENTROPY: 10.2999695, 
SearchBayesianSkopt: Config 223 is suboptimal. Config: {'topK': 914, 'shrink': 1319, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1167012, PRECISION: 0.0233935, PRECISION_RECALL_MIN_DEN: 0.0892362, RECALL: 0.0871772, MAP: 0.0396062, MRR: 0.0812123, NDCG: 0.0606133, F1: 0.0368883, HIT_RATE: 0.2339352, ARHR: 0.0908756, NOVELTY: 0.0045303, AVERAGE_POPULARITY: 0.1584520, DIVERSITY_MEAN_INTER_LIST: 0.9628171, DIVERSITY_HERFINDAHL: 0.9962630, COVERAGE_ITEM: 0.3103369, COVERAGE_ITEM_CORRECT: 0.0215207, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1208003, DIVERSITY_GINI: 0.0734686, SHANNON_ENTROPY: 10.1988909, 
SearchBayesianSkopt: Config 224 is suboptimal. Config: {'topK': 896, 'shrink': 164, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1206823, PRECISION: 0.0240730, PRECISION_RECALL_MIN_DEN: 0.0917470, RECALL: 0.0897103, MAP: 0.0412327, MRR: 0.0845485, NDCG: 0.0628428, F1: 0.0379598, HIT_RATE: 0.2407300, ARHR: 0.0950098, NOVELTY: 0.0045343, AVERAGE_POPULARITY: 0.1574517, DIVERSITY_MEAN_INTER_LIST: 0.9638637, DIVERSITY_HERFINDAHL: 0.9963677, COVERAGE_ITEM: 0.3121463, COVERAGE_ITEM_CORRECT: 0.0220982, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1235686, DIVERSITY_GINI: 0.0744587, SHANNON_ENTROPY: 10.2275820, 
SearchBayesianSkopt: Config 225 is suboptimal. Config: {'topK': 124, 'shrink': 2344, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1208021, PRECISION: 0.0244807, PRECISION_RECALL_MIN_DEN: 0.0920100, RECALL: 0.0899486, MAP: 0.0415094, MRR: 0.0850444, NDCG: 0.0632683, F1: 0.0384867, HIT_RATE: 0.2448068, ARHR: 0.0955275, NOVELTY: 0.0047631, AVERAGE_POPULARITY: 0.1001281, DIVERSITY_MEAN_INTER_LIST: 0.9853840, DIVERSITY_HERFINDAHL: 0.9985193, COVERAGE_ITEM: 0.3752454, COVERAGE_ITEM_CORRECT: 0.0266795, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1244495, DIVERSITY_GINI: 0.1149196, SHANNON_ENTROPY: 11.2882476, 
SearchBayesianSkopt: Config 226 is suboptimal. Config: {'topK': 72, 'shrink': 1744, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1149266, PRECISION: 0.0240536, PRECISION_RECALL_MIN_DEN: 0.0874477, RECALL: 0.0851884, MAP: 0.0398520, MRR: 0.0833834, NDCG: 0.0607026, F1: 0.0375146, HIT_RATE: 0.2405358, ARHR: 0.0936107, NOVELTY: 0.0048669, AVERAGE_POPULARITY: 0.0810961, DIVERSITY_MEAN_INTER_LIST: 0.9887754, DIVERSITY_HERFINDAHL: 0.9988583, COVERAGE_ITEM: 0.4115881, COVERAGE_ITEM_CORRECT: 0.0286814, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1215553, DIVERSITY_GINI: 0.1414181, SHANNON_ENTROPY: 11.7031523, 
SearchBayesianSkopt: Config 227 is suboptimal. Config: {'topK': 1014, 'shrink': 125, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1205206, PRECISION: 0.0241507, PRECISION_RECALL_MIN_DEN: 0.0917780, RECALL: 0.0897651, MAP: 0.0415586, MRR: 0.0854887, NDCG: 0.0631970, F1: 0.0380612, HIT_RATE: 0.2415065, ARHR: 0.0958879, NOVELTY: 0.0045337, AVERAGE_POPULARITY: 0.1578419, DIVERSITY_MEAN_INTER_LIST: 0.9637419, DIVERSITY_HERFINDAHL: 0.9963555, COVERAGE_ITEM: 0.3125313, COVERAGE_ITEM_CORRECT: 0.0222907, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1238203, DIVERSITY_GINI: 0.0745922, SHANNON_ENTROPY: 10.2276030, 
SearchBayesianSkopt: Config 228 is suboptimal. Config: {'topK': 126, 'shrink': 1065, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1214369, PRECISION: 0.0245583, PRECISION_RECALL_MIN_DEN: 0.0921041, RECALL: 0.0900430, MAP: 0.0417716, MRR: 0.0853717, NDCG: 0.0635133, F1: 0.0385913, HIT_RATE: 0.2455834, ARHR: 0.0961535, NOVELTY: 0.0047593, AVERAGE_POPULARITY: 0.1008913, DIVERSITY_MEAN_INTER_LIST: 0.9851710, DIVERSITY_HERFINDAHL: 0.9984980, COVERAGE_ITEM: 0.3737055, COVERAGE_ITEM_CORRECT: 0.0265640, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1244495, DIVERSITY_GINI: 0.1139567, SHANNON_ENTROPY: 11.2697327, 
SearchBayesianSkopt: Config 229 is suboptimal. Config: {'topK': 1035, 'shrink': 970, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1171166, PRECISION: 0.0232188, PRECISION_RECALL_MIN_DEN: 0.0887186, RECALL: 0.0866944, MAP: 0.0393591, MRR: 0.0808704, NDCG: 0.0602679, F1: 0.0366278, HIT_RATE: 0.2321879, ARHR: 0.0904505, NOVELTY: 0.0045257, AVERAGE_POPULARITY: 0.1598115, DIVERSITY_MEAN_INTER_LIST: 0.9620963, DIVERSITY_HERFINDAHL: 0.9961910, COVERAGE_ITEM: 0.3096054, COVERAGE_ITEM_CORRECT: 0.0212897, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1205486, DIVERSITY_GINI: 0.0729562, SHANNON_ENTROPY: 10.1786307, 
SearchBayesianSkopt: Config 230 is suboptimal. Config: {'topK': 1086, 'shrink': 1120, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1167526, PRECISION: 0.0232576, PRECISION_RECALL_MIN_DEN: 0.0887094, RECALL: 0.0866651, MAP: 0.0393615, MRR: 0.0807687, NDCG: 0.0602576, F1: 0.0366735, HIT_RATE: 0.2325762, ARHR: 0.0903972, NOVELTY: 0.0045245, AVERAGE_POPULARITY: 0.1601233, DIVERSITY_MEAN_INTER_LIST: 0.9618686, DIVERSITY_HERFINDAHL: 0.9961682, COVERAGE_ITEM: 0.3090279, COVERAGE_ITEM_CORRECT: 0.0212512, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1205486, DIVERSITY_GINI: 0.0727293, SHANNON_ENTROPY: 10.1720587, 
SearchBayesianSkopt: Config 231 is suboptimal. Config: {'topK': 528, 'shrink': 1135, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1181809, PRECISION: 0.0241507, PRECISION_RECALL_MIN_DEN: 0.0915205, RECALL: 0.0893688, MAP: 0.0402725, MRR: 0.0826347, NDCG: 0.0618510, F1: 0.0380255, HIT_RATE: 0.2415065, ARHR: 0.0928621, NOVELTY: 0.0045614, AVERAGE_POPULARITY: 0.1492507, DIVERSITY_MEAN_INTER_LIST: 0.9678658, DIVERSITY_HERFINDAHL: 0.9967678, COVERAGE_ITEM: 0.3189220, COVERAGE_ITEM_CORRECT: 0.0228296, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1231911, DIVERSITY_GINI: 0.0781334, SHANNON_ENTROPY: 10.3577119, 
SearchBayesianSkopt: Config 232 is suboptimal. Config: {'topK': 1566, 'shrink': 1433, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1155645, PRECISION: 0.0231217, PRECISION_RECALL_MIN_DEN: 0.0879717, RECALL: 0.0859404, MAP: 0.0390082, MRR: 0.0802095, NDCG: 0.0597823, F1: 0.0364396, HIT_RATE: 0.2312172, ARHR: 0.0897239, NOVELTY: 0.0045202, AVERAGE_POPULARITY: 0.1614081, DIVERSITY_MEAN_INTER_LIST: 0.9610175, DIVERSITY_HERFINDAHL: 0.9960831, COVERAGE_ITEM: 0.3076420, COVERAGE_ITEM_CORRECT: 0.0209047, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1197936, DIVERSITY_GINI: 0.0720216, SHANNON_ENTROPY: 10.1504810, 
SearchBayesianSkopt: Config 233 is suboptimal. Config: {'topK': 350, 'shrink': 79, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1224336, PRECISION: 0.0249466, PRECISION_RECALL_MIN_DEN: 0.0935298, RECALL: 0.0914010, MAP: 0.0423456, MRR: 0.0867371, NDCG: 0.0644221, F1: 0.0391954, HIT_RATE: 0.2494661, ARHR: 0.0978801, NOVELTY: 0.0045930, AVERAGE_POPULARITY: 0.1404475, DIVERSITY_MEAN_INTER_LIST: 0.9720854, DIVERSITY_HERFINDAHL: 0.9971897, COVERAGE_ITEM: 0.3265063, COVERAGE_ITEM_CORRECT: 0.0238691, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1259595, DIVERSITY_GINI: 0.0827210, SHANNON_ENTROPY: 10.5041785, 
SearchBayesianSkopt: Config 234 is suboptimal. Config: {'topK': 205, 'shrink': 1156, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1194871, PRECISION: 0.0248301, PRECISION_RECALL_MIN_DEN: 0.0926037, RECALL: 0.0904615, MAP: 0.0410269, MRR: 0.0843992, NDCG: 0.0630404, F1: 0.0389650, HIT_RATE: 0.2483013, ARHR: 0.0951437, NOVELTY: 0.0046740, AVERAGE_POPULARITY: 0.1194863, DIVERSITY_MEAN_INTER_LIST: 0.9799782, DIVERSITY_HERFINDAHL: 0.9979788, COVERAGE_ITEM: 0.3476805, COVERAGE_ITEM_CORRECT: 0.0252551, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1258336, DIVERSITY_GINI: 0.0963190, SHANNON_ENTROPY: 10.8907029, 
SearchBayesianSkopt: Config 235 is suboptimal. Config: {'topK': 1802, 'shrink': 2794, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1152706, PRECISION: 0.0227723, PRECISION_RECALL_MIN_DEN: 0.0873009, RECALL: 0.0853323, MAP: 0.0387747, MRR: 0.0798967, NDCG: 0.0593954, F1: 0.0359506, HIT_RATE: 0.2277228, ARHR: 0.0890564, NOVELTY: 0.0045202, AVERAGE_POPULARITY: 0.1615405, DIVERSITY_MEAN_INTER_LIST: 0.9608427, DIVERSITY_HERFINDAHL: 0.9960656, COVERAGE_ITEM: 0.3075265, COVERAGE_ITEM_CORRECT: 0.0206737, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1189128, DIVERSITY_GINI: 0.0719571, SHANNON_ENTROPY: 10.1476337, 
SearchBayesianSkopt: Config 236 is suboptimal. Config: {'topK': 1427, 'shrink': 1696, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1155203, PRECISION: 0.0230829, PRECISION_RECALL_MIN_DEN: 0.0879794, RECALL: 0.0859699, MAP: 0.0389500, MRR: 0.0800458, NDCG: 0.0597425, F1: 0.0363940, HIT_RATE: 0.2308290, ARHR: 0.0894823, NOVELTY: 0.0045213, AVERAGE_POPULARITY: 0.1610677, DIVERSITY_MEAN_INTER_LIST: 0.9612243, DIVERSITY_HERFINDAHL: 0.9961038, COVERAGE_ITEM: 0.3078345, COVERAGE_ITEM_CORRECT: 0.0209432, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1199195, DIVERSITY_GINI: 0.0721515, SHANNON_ENTROPY: 10.1557282, 
SearchBayesianSkopt: Config 237 is suboptimal. Config: {'topK': 196, 'shrink': 388, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1200851, PRECISION: 0.0249854, PRECISION_RECALL_MIN_DEN: 0.0921480, RECALL: 0.0899600, MAP: 0.0410382, MRR: 0.0849178, NDCG: 0.0630352, F1: 0.0391088, HIT_RATE: 0.2498544, ARHR: 0.0960362, NOVELTY: 0.0046778, AVERAGE_POPULARITY: 0.1185093, DIVERSITY_MEAN_INTER_LIST: 0.9802756, DIVERSITY_HERFINDAHL: 0.9980085, COVERAGE_ITEM: 0.3492589, COVERAGE_ITEM_CORRECT: 0.0254475, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1254561, DIVERSITY_GINI: 0.0969370, SHANNON_ENTROPY: 10.9048166, 
SearchBayesianSkopt: Config 238 is suboptimal. Config: {'topK': 1582, 'shrink': 949, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1164175, PRECISION: 0.0231217, PRECISION_RECALL_MIN_DEN: 0.0880412, RECALL: 0.0860291, MAP: 0.0390673, MRR: 0.0804067, NDCG: 0.0598706, F1: 0.0364476, HIT_RATE: 0.2312172, ARHR: 0.0899836, NOVELTY: 0.0045198, AVERAGE_POPULARITY: 0.1615370, DIVERSITY_MEAN_INTER_LIST: 0.9610650, DIVERSITY_HERFINDAHL: 0.9960878, COVERAGE_ITEM: 0.3076805, COVERAGE_ITEM_CORRECT: 0.0210587, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1200453, DIVERSITY_GINI: 0.0720613, SHANNON_ENTROPY: 10.1513300, 
SearchBayesianSkopt: Config 239 is suboptimal. Config: {'topK': 1388, 'shrink': 235, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1187739, PRECISION: 0.0237430, PRECISION_RECALL_MIN_DEN: 0.0908189, RECALL: 0.0887951, MAP: 0.0403653, MRR: 0.0828136, NDCG: 0.0617512, F1: 0.0374675, HIT_RATE: 0.2374296, ARHR: 0.0928778, NOVELTY: 0.0045252, AVERAGE_POPULARITY: 0.1599950, DIVERSITY_MEAN_INTER_LIST: 0.9623672, DIVERSITY_HERFINDAHL: 0.9962180, COVERAGE_ITEM: 0.3094514, COVERAGE_ITEM_CORRECT: 0.0217517, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1224361, DIVERSITY_GINI: 0.0731095, SHANNON_ENTROPY: 10.1849137, 
SearchBayesianSkopt: Config 240 is suboptimal. Config: {'topK': 1998, 'shrink': 2792, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1152706, PRECISION: 0.0227723, PRECISION_RECALL_MIN_DEN: 0.0873009, RECALL: 0.0853323, MAP: 0.0387747, MRR: 0.0798967, NDCG: 0.0593954, F1: 0.0359506, HIT_RATE: 0.2277228, ARHR: 0.0890564, NOVELTY: 0.0045202, AVERAGE_POPULARITY: 0.1615361, DIVERSITY_MEAN_INTER_LIST: 0.9608446, DIVERSITY_HERFINDAHL: 0.9960658, COVERAGE_ITEM: 0.3075265, COVERAGE_ITEM_CORRECT: 0.0206737, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1189128, DIVERSITY_GINI: 0.0719578, SHANNON_ENTROPY: 10.1477213, 
SearchBayesianSkopt: Config 241 is suboptimal. Config: {'topK': 908, 'shrink': 2935, 'similarity': 'dice', 'normalize': False} - results: ROC_AUC: 0.1164291, PRECISION: 0.0231800, PRECISION_RECALL_MIN_DEN: 0.0888948, RECALL: 0.0869152, MAP: 0.0394929, MRR: 0.0810930, NDCG: 0.0604512, F1: 0.0365991, HIT_RATE: 0.2317997, ARHR: 0.0904370, NOVELTY: 0.0045316, AVERAGE_POPULARITY: 0.1581080, DIVERSITY_MEAN_INTER_LIST: 0.9629653, DIVERSITY_HERFINDAHL: 0.9962778, COVERAGE_ITEM: 0.3104909, COVERAGE_ITEM_CORRECT: 0.0212897, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1205486, DIVERSITY_GINI: 0.0735412, SHANNON_ENTROPY: 10.2036905, 
SearchBayesianSkopt: Config 242 is suboptimal. Config: {'topK': 230, 'shrink': 620, 'similarity': 'dice', 'normalize': True} - results: ROC_AUC: 0.1215724, PRECISION: 0.0248690, PRECISION_RECALL_MIN_DEN: 0.0937173, RECALL: 0.0915569, MAP: 0.0416412, MRR: 0.0851213, NDCG: 0.0637289, F1: 0.0391137, HIT_RATE: 0.2486896, ARHR: 0.0959577, NOVELTY: 0.0046529, AVERAGE_POPULARITY: 0.1243144, DIVERSITY_MEAN_INTER_LIST: 0.9783599, DIVERSITY_HERFINDAHL: 0.9978170, COVERAGE_ITEM: 0.3412127, COVERAGE_ITEM_CORRECT: 0.0246776, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.1264628, DIVERSITY_GINI: 0.0923431, SHANNON_ENTROPY: 10.7939180, 
