SearchBayesianSkopt: New best config found. Config 0: {'topK': 602, 'shrink': 1217, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.1438101527187219, 'tversky_beta': 1.1231954018014585} - results: ROC_AUC: 0.0815896, PRECISION: 0.0159387, PRECISION_RECALL_MIN_DEN: 0.0651342, RECALL: 0.0637252, MAP: 0.0276762, MRR: 0.0554131, NDCG: 0.0426106, F1: 0.0254995, HIT_RATE: 0.1593865, ARHR: 0.0599486, NOVELTY: 0.0049641, AVERAGE_POPULARITY: 0.0183915, DIVERSITY_MEAN_INTER_LIST: 0.9961212, DIVERSITY_HERFINDAHL: 0.9995928, COVERAGE_ITEM: 0.4816939, COVERAGE_ITEM_CORRECT: 0.0282579, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0874544, DIVERSITY_GINI: 0.2099879, SHANNON_ENTROPY: 12.5937256, 
SearchBayesianSkopt: Config 184 is suboptimal. Config: {'topK': 896, 'shrink': 1774, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.7856964539394033, 'tversky_beta': 0.08797104427440729} - results: ROC_AUC: 0.0793208, PRECISION: 0.0152592, PRECISION_RECALL_MIN_DEN: 0.0621071, RECALL: 0.0607445, MAP: 0.0265797, MRR: 0.0535667, NDCG: 0.0409394, F1: 0.0243912, HIT_RATE: 0.1525917, ARHR: 0.0578193, NOVELTY: 0.0049638, AVERAGE_POPULARITY: 0.0183162, DIVERSITY_MEAN_INTER_LIST: 0.9958876, DIVERSITY_HERFINDAHL: 0.9995694, COVERAGE_ITEM: 0.4725698, COVERAGE_ITEM_CORRECT: 0.0272570, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0843085, DIVERSITY_GINI: 0.2011585, SHANNON_ENTROPY: 12.5226468, 
SearchBayesianSkopt: Config 185 is suboptimal. Config: {'topK': 1232, 'shrink': 440, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.44560656879528315, 'tversky_beta': 0.6780631436927976} - results: ROC_AUC: 0.0777731, PRECISION: 0.0149680, PRECISION_RECALL_MIN_DEN: 0.0617552, RECALL: 0.0604858, MAP: 0.0259591, MRR: 0.0521542, NDCG: 0.0401958, F1: 0.0239975, HIT_RATE: 0.1496797, ARHR: 0.0562310, NOVELTY: 0.0049781, AVERAGE_POPULARITY: 0.0183567, DIVERSITY_MEAN_INTER_LIST: 0.9955903, DIVERSITY_HERFINDAHL: 0.9995397, COVERAGE_ITEM: 0.4612897, COVERAGE_ITEM_CORRECT: 0.0266025, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0835535, DIVERSITY_GINI: 0.1926351, SHANNON_ENTROPY: 12.4477349, 
SearchBayesianSkopt: Config 186 is suboptimal. Config: {'topK': 1199, 'shrink': 1269, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9114885597593836, 'tversky_beta': 1.0899502929614706} - results: ROC_AUC: 0.0785724, PRECISION: 0.0148515, PRECISION_RECALL_MIN_DEN: 0.0611388, RECALL: 0.0598978, MAP: 0.0262159, MRR: 0.0532432, NDCG: 0.0403438, F1: 0.0238015, HIT_RATE: 0.1485149, ARHR: 0.0573754, NOVELTY: 0.0049773, AVERAGE_POPULARITY: 0.0183776, DIVERSITY_MEAN_INTER_LIST: 0.9957255, DIVERSITY_HERFINDAHL: 0.9995532, COVERAGE_ITEM: 0.4639461, COVERAGE_ITEM_CORRECT: 0.0265255, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0827985, DIVERSITY_GINI: 0.1946888, SHANNON_ENTROPY: 12.4709373, 
SearchBayesianSkopt: Config 187 is suboptimal. Config: {'topK': 673, 'shrink': 1039, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.2704464140710447, 'tversky_beta': 0.4157043256938925} - results: ROC_AUC: 0.0812044, PRECISION: 0.0157251, PRECISION_RECALL_MIN_DEN: 0.0643473, RECALL: 0.0629388, MAP: 0.0273132, MRR: 0.0549714, NDCG: 0.0420791, F1: 0.0251632, HIT_RATE: 0.1572510, ARHR: 0.0594056, NOVELTY: 0.0049598, AVERAGE_POPULARITY: 0.0183198, DIVERSITY_MEAN_INTER_LIST: 0.9961018, DIVERSITY_HERFINDAHL: 0.9995908, COVERAGE_ITEM: 0.4798845, COVERAGE_ITEM_CORRECT: 0.0280269, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0866994, DIVERSITY_GINI: 0.2085335, SHANNON_ENTROPY: 12.5833557, 
SearchBayesianSkopt: Config 188 is suboptimal. Config: {'topK': 1045, 'shrink': 1653, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.14213469447412178, 'tversky_beta': 0.9528429939393968} - results: ROC_AUC: 0.0772509, PRECISION: 0.0149097, PRECISION_RECALL_MIN_DEN: 0.0620607, RECALL: 0.0608178, MAP: 0.0260369, MRR: 0.0519414, NDCG: 0.0403032, F1: 0.0239484, HIT_RATE: 0.1490973, ARHR: 0.0558146, NOVELTY: 0.0049784, AVERAGE_POPULARITY: 0.0182448, DIVERSITY_MEAN_INTER_LIST: 0.9953813, DIVERSITY_HERFINDAHL: 0.9995188, COVERAGE_ITEM: 0.4589798, COVERAGE_ITEM_CORRECT: 0.0265640, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0835535, DIVERSITY_GINI: 0.1909547, SHANNON_ENTROPY: 12.4260917, 
SearchBayesianSkopt: Config 189 is suboptimal. Config: {'topK': 1558, 'shrink': 1766, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.412139673386838, 'tversky_beta': 0.24701297190831678} - results: ROC_AUC: 0.0746557, PRECISION: 0.0145603, PRECISION_RECALL_MIN_DEN: 0.0606195, RECALL: 0.0594657, MAP: 0.0254744, MRR: 0.0505772, NDCG: 0.0394064, F1: 0.0233928, HIT_RATE: 0.1456028, ARHR: 0.0544390, NOVELTY: 0.0049857, AVERAGE_POPULARITY: 0.0185543, DIVERSITY_MEAN_INTER_LIST: 0.9949606, DIVERSITY_HERFINDAHL: 0.9994767, COVERAGE_ITEM: 0.4568624, COVERAGE_ITEM_CORRECT: 0.0259480, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0812885, DIVERSITY_GINI: 0.1872006, SHANNON_ENTROPY: 12.3747462, 
SearchBayesianSkopt: Config 190 is suboptimal. Config: {'topK': 262, 'shrink': 1404, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9007285996571108, 'tversky_beta': 1.7973926709467516} - results: ROC_AUC: 0.0857731, PRECISION: 0.0166570, PRECISION_RECALL_MIN_DEN: 0.0684981, RECALL: 0.0671075, MAP: 0.0289640, MRR: 0.0583338, NDCG: 0.0447472, F1: 0.0266893, HIT_RATE: 0.1665696, ARHR: 0.0630388, NOVELTY: 0.0049571, AVERAGE_POPULARITY: 0.0184022, DIVERSITY_MEAN_INTER_LIST: 0.9965279, DIVERSITY_HERFINDAHL: 0.9996334, COVERAGE_ITEM: 0.5084889, COVERAGE_ITEM_CORRECT: 0.0297594, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0921102, DIVERSITY_GINI: 0.2318020, SHANNON_ENTROPY: 12.7474799, 
SearchBayesianSkopt: Config 191 is suboptimal. Config: {'topK': 134, 'shrink': 1214, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.9016462075511553, 'tversky_beta': 1.613292237835702} - results: ROC_AUC: 0.0869632, PRECISION: 0.0171423, PRECISION_RECALL_MIN_DEN: 0.0699178, RECALL: 0.0684775, MAP: 0.0293729, MRR: 0.0583807, NDCG: 0.0455260, F1: 0.0274203, HIT_RATE: 0.1714230, ARHR: 0.0635522, NOVELTY: 0.0049568, AVERAGE_POPULARITY: 0.0185220, DIVERSITY_MEAN_INTER_LIST: 0.9968228, DIVERSITY_HERFINDAHL: 0.9996629, COVERAGE_ITEM: 0.5325890, COVERAGE_ITEM_CORRECT: 0.0306833, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0942494, DIVERSITY_GINI: 0.2521035, SHANNON_ENTROPY: 12.8765953, 
SearchBayesianSkopt: Config 192 is suboptimal. Config: {'topK': 417, 'shrink': 2396, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.20862304377615098, 'tversky_beta': 0.3736961449942802} - results: ROC_AUC: 0.0839996, PRECISION: 0.0159969, PRECISION_RECALL_MIN_DEN: 0.0666286, RECALL: 0.0652534, MAP: 0.0283103, MRR: 0.0571496, NDCG: 0.0436084, F1: 0.0256947, HIT_RATE: 0.1599689, ARHR: 0.0617014, NOVELTY: 0.0049677, AVERAGE_POPULARITY: 0.0182062, DIVERSITY_MEAN_INTER_LIST: 0.9962639, DIVERSITY_HERFINDAHL: 0.9996071, COVERAGE_ITEM: 0.4965159, COVERAGE_ITEM_CORRECT: 0.0284889, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0880836, DIVERSITY_GINI: 0.2212004, SHANNON_ENTROPY: 12.6665566, 
SearchBayesianSkopt: Config 193 is suboptimal. Config: {'topK': 1558, 'shrink': 1834, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.7388822474338268, 'tversky_beta': 1.0719498510243004} - results: ROC_AUC: 0.0755542, PRECISION: 0.0146573, PRECISION_RECALL_MIN_DEN: 0.0607993, RECALL: 0.0595974, MAP: 0.0257912, MRR: 0.0512120, NDCG: 0.0397032, F1: 0.0235282, HIT_RATE: 0.1465735, ARHR: 0.0551885, NOVELTY: 0.0049784, AVERAGE_POPULARITY: 0.0186032, DIVERSITY_MEAN_INTER_LIST: 0.9953664, DIVERSITY_HERFINDAHL: 0.9995173, COVERAGE_ITEM: 0.4567854, COVERAGE_ITEM_CORRECT: 0.0261020, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0817919, DIVERSITY_GINI: 0.1882368, SHANNON_ENTROPY: 12.4035087, 
SearchBayesianSkopt: Config 194 is suboptimal. Config: {'topK': 260, 'shrink': 843, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.5874305444666655, 'tversky_beta': 0.1657274818590813} - results: ROC_AUC: 0.0859413, PRECISION: 0.0166181, PRECISION_RECALL_MIN_DEN: 0.0687343, RECALL: 0.0673627, MAP: 0.0287905, MRR: 0.0581729, NDCG: 0.0446615, F1: 0.0266595, HIT_RATE: 0.1661813, ARHR: 0.0628631, NOVELTY: 0.0049563, AVERAGE_POPULARITY: 0.0183653, DIVERSITY_MEAN_INTER_LIST: 0.9965651, DIVERSITY_HERFINDAHL: 0.9996372, COVERAGE_ITEM: 0.5141867, COVERAGE_ITEM_CORRECT: 0.0297209, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0917327, DIVERSITY_GINI: 0.2358292, SHANNON_ENTROPY: 12.7703162, 
SearchBayesianSkopt: Config 195 is suboptimal. Config: {'topK': 1307, 'shrink': 2908, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.6475475375047289, 'tversky_beta': 0.8931535944933959} - results: ROC_AUC: 0.0767294, PRECISION: 0.0149291, PRECISION_RECALL_MIN_DEN: 0.0617619, RECALL: 0.0605266, MAP: 0.0258372, MRR: 0.0514858, NDCG: 0.0400541, F1: 0.0239507, HIT_RATE: 0.1492914, ARHR: 0.0555061, NOVELTY: 0.0049845, AVERAGE_POPULARITY: 0.0183882, DIVERSITY_MEAN_INTER_LIST: 0.9951963, DIVERSITY_HERFINDAHL: 0.9995003, COVERAGE_ITEM: 0.4594803, COVERAGE_ITEM_CORRECT: 0.0265640, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0833019, DIVERSITY_GINI: 0.1898771, SHANNON_ENTROPY: 12.4055103, 
SearchBayesianSkopt: Config 196 is suboptimal. Config: {'topK': 279, 'shrink': 2102, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.6098489218024226, 'tversky_beta': 1.8439221249734759} - results: ROC_AUC: 0.0843633, PRECISION: 0.0164822, PRECISION_RECALL_MIN_DEN: 0.0678305, RECALL: 0.0663932, MAP: 0.0283573, MRR: 0.0568685, NDCG: 0.0440060, F1: 0.0264085, HIT_RATE: 0.1648224, ARHR: 0.0614702, NOVELTY: 0.0049554, AVERAGE_POPULARITY: 0.0184291, DIVERSITY_MEAN_INTER_LIST: 0.9965078, DIVERSITY_HERFINDAHL: 0.9996314, COVERAGE_ITEM: 0.5079885, COVERAGE_ITEM_CORRECT: 0.0295669, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0911036, DIVERSITY_GINI: 0.2311049, SHANNON_ENTROPY: 12.7413101, 
SearchBayesianSkopt: Config 197 is suboptimal. Config: {'topK': 396, 'shrink': 890, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.4390350650515197, 'tversky_beta': 1.8772964163170462} - results: ROC_AUC: 0.0834301, PRECISION: 0.0160940, PRECISION_RECALL_MIN_DEN: 0.0671676, RECALL: 0.0658372, MAP: 0.0285752, MRR: 0.0574252, NDCG: 0.0439514, F1: 0.0258652, HIT_RATE: 0.1609396, ARHR: 0.0619929, NOVELTY: 0.0049663, AVERAGE_POPULARITY: 0.0182659, DIVERSITY_MEAN_INTER_LIST: 0.9962775, DIVERSITY_HERFINDAHL: 0.9996084, COVERAGE_ITEM: 0.4916266, COVERAGE_ITEM_CORRECT: 0.0286429, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0890902, DIVERSITY_GINI: 0.2184520, SHANNON_ENTROPY: 12.6534719, 
SearchBayesianSkopt: Config 198 is suboptimal. Config: {'topK': 551, 'shrink': 2088, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.4954604691729122, 'tversky_beta': 0.13895790378978304} - results: ROC_AUC: 0.0811647, PRECISION: 0.0156863, PRECISION_RECALL_MIN_DEN: 0.0644399, RECALL: 0.0630975, MAP: 0.0275117, MRR: 0.0548200, NDCG: 0.0422940, F1: 0.0251261, HIT_RATE: 0.1568627, ARHR: 0.0592267, NOVELTY: 0.0049683, AVERAGE_POPULARITY: 0.0182865, DIVERSITY_MEAN_INTER_LIST: 0.9961049, DIVERSITY_HERFINDAHL: 0.9995912, COVERAGE_ITEM: 0.4885467, COVERAGE_ITEM_CORRECT: 0.0279500, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0866994, DIVERSITY_GINI: 0.2140344, SHANNON_ENTROPY: 12.6141494, 
SearchBayesianSkopt: Config 199 is suboptimal. Config: {'topK': 1790, 'shrink': 761, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.5711008795469253, 'tversky_beta': 0.191430965106628} - results: ROC_AUC: 0.0748150, PRECISION: 0.0147350, PRECISION_RECALL_MIN_DEN: 0.0611568, RECALL: 0.0599547, MAP: 0.0255093, MRR: 0.0503285, NDCG: 0.0395364, F1: 0.0236561, HIT_RATE: 0.1473500, ARHR: 0.0543785, NOVELTY: 0.0049840, AVERAGE_POPULARITY: 0.0185801, DIVERSITY_MEAN_INTER_LIST: 0.9951386, DIVERSITY_HERFINDAHL: 0.9994945, COVERAGE_ITEM: 0.4540520, COVERAGE_ITEM_CORRECT: 0.0261405, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0816660, DIVERSITY_GINI: 0.1854829, SHANNON_ENTROPY: 12.3698548, 
SearchBayesianSkopt: Config 200 is suboptimal. Config: {'topK': 342, 'shrink': 1400, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9664598598812546, 'tversky_beta': 0.6862460642728029} - results: ROC_AUC: 0.0834292, PRECISION: 0.0162881, PRECISION_RECALL_MIN_DEN: 0.0674273, RECALL: 0.0660405, MAP: 0.0285029, MRR: 0.0570754, NDCG: 0.0439783, F1: 0.0261312, HIT_RATE: 0.1628810, ARHR: 0.0617456, NOVELTY: 0.0049524, AVERAGE_POPULARITY: 0.0182522, DIVERSITY_MEAN_INTER_LIST: 0.9964612, DIVERSITY_HERFINDAHL: 0.9996268, COVERAGE_ITEM: 0.5037151, COVERAGE_ITEM_CORRECT: 0.0291819, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0895936, DIVERSITY_GINI: 0.2278629, SHANNON_ENTROPY: 12.7202917, 
SearchBayesianSkopt: Config 201 is suboptimal. Config: {'topK': 936, 'shrink': 2379, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.5065277111408364, 'tversky_beta': 1.0235482047625784} - results: ROC_AUC: 0.0783965, PRECISION: 0.0152592, PRECISION_RECALL_MIN_DEN: 0.0621602, RECALL: 0.0608360, MAP: 0.0265167, MRR: 0.0533781, NDCG: 0.0408906, F1: 0.0243986, HIT_RATE: 0.1525917, ARHR: 0.0575093, NOVELTY: 0.0049650, AVERAGE_POPULARITY: 0.0182930, DIVERSITY_MEAN_INTER_LIST: 0.9957346, DIVERSITY_HERFINDAHL: 0.9995541, COVERAGE_ITEM: 0.4683349, COVERAGE_ITEM_CORRECT: 0.0271800, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0846860, DIVERSITY_GINI: 0.1981235, SHANNON_ENTROPY: 12.4933365, 
SearchBayesianSkopt: Config 202 is suboptimal. Config: {'topK': 1793, 'shrink': 1622, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.070740170204359, 'tversky_beta': 0.6282064064355012} - results: ROC_AUC: 0.0748065, PRECISION: 0.0146768, PRECISION_RECALL_MIN_DEN: 0.0609107, RECALL: 0.0597086, MAP: 0.0254365, MRR: 0.0500196, NDCG: 0.0393967, F1: 0.0235619, HIT_RATE: 0.1467676, ARHR: 0.0540524, NOVELTY: 0.0049851, AVERAGE_POPULARITY: 0.0186082, DIVERSITY_MEAN_INTER_LIST: 0.9950560, DIVERSITY_HERFINDAHL: 0.9994863, COVERAGE_ITEM: 0.4522810, COVERAGE_ITEM_CORRECT: 0.0261020, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0812885, DIVERSITY_GINI: 0.1842925, SHANNON_ENTROPY: 12.3583197, 
SearchBayesianSkopt: Config 203 is suboptimal. Config: {'topK': 721, 'shrink': 2107, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.767769577505551, 'tversky_beta': 1.2062751849082074} - results: ROC_AUC: 0.0803487, PRECISION: 0.0156280, PRECISION_RECALL_MIN_DEN: 0.0641316, RECALL: 0.0627411, MAP: 0.0270725, MRR: 0.0541707, NDCG: 0.0417835, F1: 0.0250231, HIT_RATE: 0.1562803, ARHR: 0.0584834, NOVELTY: 0.0049630, AVERAGE_POPULARITY: 0.0183138, DIVERSITY_MEAN_INTER_LIST: 0.9960035, DIVERSITY_HERFINDAHL: 0.9995810, COVERAGE_ITEM: 0.4767661, COVERAGE_ITEM_CORRECT: 0.0278730, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0864477, DIVERSITY_GINI: 0.2053061, SHANNON_ENTROPY: 12.5564859, 
SearchBayesianSkopt: Config 204 is suboptimal. Config: {'topK': 1446, 'shrink': 449, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.5368959015437661, 'tversky_beta': 1.5240705937239878} - results: ROC_AUC: 0.0764748, PRECISION: 0.0147350, PRECISION_RECALL_MIN_DEN: 0.0611800, RECALL: 0.0599727, MAP: 0.0258311, MRR: 0.0515507, NDCG: 0.0398540, F1: 0.0236575, HIT_RATE: 0.1473500, ARHR: 0.0556143, NOVELTY: 0.0049799, AVERAGE_POPULARITY: 0.0184678, DIVERSITY_MEAN_INTER_LIST: 0.9954741, DIVERSITY_HERFINDAHL: 0.9995281, COVERAGE_ITEM: 0.4555149, COVERAGE_ITEM_CORRECT: 0.0262175, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0820435, DIVERSITY_GINI: 0.1884138, SHANNON_ENTROPY: 12.4128427, 
SearchBayesianSkopt: Config 205 is suboptimal. Config: {'topK': 963, 'shrink': 528, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.9873080914567194, 'tversky_beta': 0.7715302314375918} - results: ROC_AUC: 0.0809278, PRECISION: 0.0156669, PRECISION_RECALL_MIN_DEN: 0.0636846, RECALL: 0.0622679, MAP: 0.0273185, MRR: 0.0554714, NDCG: 0.0420143, F1: 0.0250348, HIT_RATE: 0.1566686, ARHR: 0.0599903, NOVELTY: 0.0049655, AVERAGE_POPULARITY: 0.0183739, DIVERSITY_MEAN_INTER_LIST: 0.9960858, DIVERSITY_HERFINDAHL: 0.9995892, COVERAGE_ITEM: 0.4752647, COVERAGE_ITEM_CORRECT: 0.0278345, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0863219, DIVERSITY_GINI: 0.2051213, SHANNON_ENTROPY: 12.5667229, 
SearchBayesianSkopt: Config 206 is suboptimal. Config: {'topK': 1865, 'shrink': 777, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.477572880359384, 'tversky_beta': 1.196673453786244} - results: ROC_AUC: 0.0754848, PRECISION: 0.0149486, PRECISION_RECALL_MIN_DEN: 0.0614884, RECALL: 0.0602302, MAP: 0.0257571, MRR: 0.0508627, NDCG: 0.0398388, F1: 0.0239524, HIT_RATE: 0.1494855, ARHR: 0.0551462, NOVELTY: 0.0049808, AVERAGE_POPULARITY: 0.0186669, DIVERSITY_MEAN_INTER_LIST: 0.9954861, DIVERSITY_HERFINDAHL: 0.9995293, COVERAGE_ITEM: 0.4528970, COVERAGE_ITEM_CORRECT: 0.0266410, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0826727, DIVERSITY_GINI: 0.1864841, SHANNON_ENTROPY: 12.4008193, 
SearchBayesianSkopt: Config 207 is suboptimal. Config: {'topK': 1632, 'shrink': 1525, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.3753923452610355, 'tversky_beta': 0.3967377482764861} - results: ROC_AUC: 0.0757924, PRECISION: 0.0145603, PRECISION_RECALL_MIN_DEN: 0.0606650, RECALL: 0.0594936, MAP: 0.0257522, MRR: 0.0513974, NDCG: 0.0396483, F1: 0.0233950, HIT_RATE: 0.1456028, ARHR: 0.0553030, NOVELTY: 0.0049811, AVERAGE_POPULARITY: 0.0186066, DIVERSITY_MEAN_INTER_LIST: 0.9953031, DIVERSITY_HERFINDAHL: 0.9995110, COVERAGE_ITEM: 0.4568239, COVERAGE_ITEM_CORRECT: 0.0258710, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0814144, DIVERSITY_GINI: 0.1875786, SHANNON_ENTROPY: 12.3938012, 
SearchBayesianSkopt: Config 208 is suboptimal. Config: {'topK': 1587, 'shrink': 1681, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.0584617060284407, 'tversky_beta': 0.6617868072462189} - results: ROC_AUC: 0.0753772, PRECISION: 0.0147156, PRECISION_RECALL_MIN_DEN: 0.0611649, RECALL: 0.0599950, MAP: 0.0256502, MRR: 0.0512271, NDCG: 0.0397114, F1: 0.0236342, HIT_RATE: 0.1471559, ARHR: 0.0551229, NOVELTY: 0.0049814, AVERAGE_POPULARITY: 0.0186159, DIVERSITY_MEAN_INTER_LIST: 0.9951833, DIVERSITY_HERFINDAHL: 0.9994990, COVERAGE_ITEM: 0.4559384, COVERAGE_ITEM_CORRECT: 0.0261790, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0821694, DIVERSITY_GINI: 0.1869073, SHANNON_ENTROPY: 12.3840135, 
SearchBayesianSkopt: Config 209 is suboptimal. Config: {'topK': 1071, 'shrink': 2924, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.49250521181389273, 'tversky_beta': 1.9979626976959548} - results: ROC_AUC: 0.0776951, PRECISION: 0.0148709, PRECISION_RECALL_MIN_DEN: 0.0615737, RECALL: 0.0603221, MAP: 0.0260162, MRR: 0.0522629, NDCG: 0.0402111, F1: 0.0238598, HIT_RATE: 0.1487090, ARHR: 0.0561610, NOVELTY: 0.0049789, AVERAGE_POPULARITY: 0.0183412, DIVERSITY_MEAN_INTER_LIST: 0.9953742, DIVERSITY_HERFINDAHL: 0.9995181, COVERAGE_ITEM: 0.4582483, COVERAGE_ITEM_CORRECT: 0.0264100, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0834277, DIVERSITY_GINI: 0.1906192, SHANNON_ENTROPY: 12.4238742, 
SearchBayesianSkopt: Config 210 is suboptimal. Config: {'topK': 468, 'shrink': 2511, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.1698433512738731, 'tversky_beta': 0.9047447353719835} - results: ROC_AUC: 0.0827106, PRECISION: 0.0160357, PRECISION_RECALL_MIN_DEN: 0.0666111, RECALL: 0.0652687, MAP: 0.0280724, MRR: 0.0561016, NDCG: 0.0433550, F1: 0.0257460, HIT_RATE: 0.1603572, ARHR: 0.0605896, NOVELTY: 0.0049689, AVERAGE_POPULARITY: 0.0183078, DIVERSITY_MEAN_INTER_LIST: 0.9961547, DIVERSITY_HERFINDAHL: 0.9995961, COVERAGE_ITEM: 0.4862368, COVERAGE_ITEM_CORRECT: 0.0286429, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0885869, DIVERSITY_GINI: 0.2143180, SHANNON_ENTROPY: 12.6211413, 
SearchBayesianSkopt: Config 211 is suboptimal. Config: {'topK': 1724, 'shrink': 2617, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 1.8248990343746765, 'tversky_beta': 0.7325562093946706} - results: ROC_AUC: 0.0752179, PRECISION: 0.0145991, PRECISION_RECALL_MIN_DEN: 0.0606379, RECALL: 0.0594682, MAP: 0.0256484, MRR: 0.0507756, NDCG: 0.0395419, F1: 0.0234431, HIT_RATE: 0.1459911, ARHR: 0.0546602, NOVELTY: 0.0049826, AVERAGE_POPULARITY: 0.0186292, DIVERSITY_MEAN_INTER_LIST: 0.9951397, DIVERSITY_HERFINDAHL: 0.9994946, COVERAGE_ITEM: 0.4539750, COVERAGE_ITEM_CORRECT: 0.0259865, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0814144, DIVERSITY_GINI: 0.1852830, SHANNON_ENTROPY: 12.3693902, 
SearchBayesianSkopt: Config 212 is suboptimal. Config: {'topK': 1085, 'shrink': 1080, 'similarity': 'tversky', 'normalize': True, 'tversky_alpha': 0.38871675952195706, 'tversky_beta': 1.8723622711594603} - results: ROC_AUC: 0.0779347, PRECISION: 0.0147738, PRECISION_RECALL_MIN_DEN: 0.0614759, RECALL: 0.0602331, MAP: 0.0260517, MRR: 0.0521055, NDCG: 0.0401762, F1: 0.0237278, HIT_RATE: 0.1477383, ARHR: 0.0560276, NOVELTY: 0.0049785, AVERAGE_POPULARITY: 0.0183063, DIVERSITY_MEAN_INTER_LIST: 0.9954204, DIVERSITY_HERFINDAHL: 0.9995227, COVERAGE_ITEM: 0.4575938, COVERAGE_ITEM_CORRECT: 0.0263330, COVERAGE_USER: 0.6481691, COVERAGE_USER_CORRECT: 0.0826727, DIVERSITY_GINI: 0.1901861, SHANNON_ENTROPY: 12.4237112, 
